kill11,death11,damage_done11,damage_taken11,shielding11,kill12,death12,damage_done12,damage_taken12,shielding12,kill13,death13,damage_done13,damage_taken13,shielding13,kill14,death14,damage_done14,damage_taken14,shielding14,kill15,death15,damage_done15,damage_taken15,shielding15,team1,kill21,death21,damage_done21,damage_taken21,shielding21,kill22,death22,damage_done22,damage_taken22,shielding22,kill23,death23,damage_done23,damage_taken23,shielding23,kill24,death24,damage_done24,damage_taken24,shielding24,kill25,death25,damage_done25,damage_taken25,shielding25,team2,winning_team
16,13,57756,80072,0,5,10,28970,34690,0,20,9,76398,38272,0,10,19,39729,65813,0,20,12,79646,46010,0,8437902287,14,19,50227,100834,42068,8,14,50176,47756,0,10,16,37650,46885,0,20,12,68022,48833,0,11,11,58782,38191,0,2191080581,0
0,6,16476,55519,20165,8,7,46572,27049,0,5,5,45469,24755,0,12,10,42937,28715,8704,3,6,19429,45011,1240,153339055,7,8,31722,26041,0,7,5,38223,57056,37750,7,2,25748,26728,0,4,8,35763,35781,0,9,5,49593,25277,9930,5889337999,1
0,3,1250,7370,0,5,7,29577,32289,29519,2,5,11945,18034,0,6,6,40205,24942,0,4,8,24876,33695,0,2878389487,6,2,24907,8834,300,2,3,23161,46846,12555,7,4,26716,18472,0,11,5,32979,21441,3250,3,4,8567,12260,0,344000455,1
3,1,18581,5224,0,2,3,20674,14703,25073,8,1,36944,13746,0,8,2,53824,17270,0,10,4,39096,26181,0,7544776457,5,9,14047,27086,0,1,8,26669,32408,0,2,4,9624,22788,0,2,5,16112,64129,32828,1,5,10672,22708,0,2019292253,0
1,5,10535,13668,0,0,6,6888,54607,2515,7,5,23495,22916,0,6,8,24492,21572,0,0,6,7036,23252,0,263498711,7,4,20330,14122,0,0,2,19489,18757,28293,9,4,29230,13888,0,4,2,24706,15072,0,10,2,42260,10607,0,249163077,1
2,8,13395,25511,0,21,6,75066,50167,0,7,9,25501,32211,0,4,7,41289,101393,0,16,9,84630,33345,0,1579262159,3,12,29057,30864,0,11,13,46879,32831,0,6,11,29646,89295,20866,5,7,47352,27393,0,16,7,89693,59498,0,207690133,0
17,6,113499,35919,0,4,11,28555,104728,47299,3,8,56253,77845,21322,6,6,45151,32082,0,7,6,76292,36096,0,55235089,4,6,47394,37221,0,3,8,44874,87152,12234,3,5,53232,102402,21823,11,8,71271,41066,1640,16,10,69899,51909,0,67206205,1
10,13,45388,49537,0,1,8,40580,52943,0,10,14,50449,38998,0,1,14,25274,46619,0,3,10,35299,87284,78833,900798371,19,5,64013,21985,0,10,4,37164,24321,0,7,5,34934,86942,43842,14,6,77693,35913,0,9,5,61577,27829,3409,159595958,1
8,7,48886,119877,37622,2,14,35212,91806,41415,10,14,55012,47568,0,2,9,22016,33368,0,19,9,69549,49215,0,56468797,6,11,63568,43764,8346,2,7,32505,33369,0,20,9,113580,39865,0,8,8,52584,76886,56546,16,8,79597,36791,0,150748431,1
15,9,57949,109715,26778,15,12,61520,48402,0,11,11,38913,113022,0,13,6,30292,25461,0,13,6,40672,35643,0,95334001,5,12,89402,41470,0,18,16,100610,47324,0,4,15,29590,47483,0,14,13,54751,36172,0,5,11,57890,56897,50866,254294949,0
5,9,65338,39034,900,21,12,87382,46339,0,6,8,73748,125368,97201,20,7,84104,43299,0,13,7,99794,52285,0,664088457,2,12,21528,102940,54323,7,9,60324,40869,0,7,13,54448,58434,0,19,14,89707,50400,0,8,13,80318,157723,0,159054643,0
10,1,51544,47351,16266,10,3,48528,23215,0,3,0,20814,11558,0,9,4,41022,33771,0,11,1,45724,61274,4501,147077161,1,8,53452,65420,54363,2,10,33786,37278,0,0,8,15205,22312,0,5,8,48690,21768,0,1,9,26036,60854,22325,5327346,0
3,7,43195,110905,83002,15,16,48559,66594,0,3,10,28594,49661,0,14,13,106283,43814,19935,16,8,79548,58524,0,957761387,17,11,73463,108783,34330,5,8,55663,58466,71135,17,10,84721,49688,0,13,12,97311,55478,0,2,10,18340,33764,0,6471777,1
7,6,49781,32906,0,1,6,23347,60048,0,11,4,56917,44552,0,5,6,12534,29240,0,17,6,53400,31325,0,171783617,3,12,32983,36752,0,8,5,51227,21995,0,7,8,53476,73770,13310,8,8,39560,35552,0,3,8,20825,27910,3000,410796631,0
9,8,29141,29452,0,7,4,27012,18997,0,10,10,35746,39180,0,13,2,38343,25205,0,15,7,46592,29700,0,1836257119,5,10,26468,28978,0,6,10,19350,40992,0,8,14,34222,39645,0,4,10,31960,33877,0,8,10,30534,33342,0,3132558269,0
14,14,82691,69394,0,8,12,76318,143487,55026,8,8,44641,40944,0,16,16,83997,72913,0,11,14,56802,36843,0,651406093,18,13,76613,59602,0,16,13,92111,61723,0,4,9,32775,38402,0,18,9,93241,55458,0,7,13,68841,129264,79786,210921835,1
9,10,24735,26349,0,6,8,21212,21433,0,4,6,12159,17134,0,9,10,30222,31640,0,12,3,34231,16509,0,6675530461,10,7,24126,22888,0,6,9,19510,32306,0,3,7,19516,20843,0,11,10,22976,27960,0,7,7,26937,18562,0,10467781003,0
8,9,65430,97401,41320,17,11,81510,42213,0,9,10,47191,39094,0,9,12,70446,58048,0,8,11,94377,63601,0,137839826,3,9,33706,77005,0,15,7,77610,39629,0,9,8,60625,130431,60829,9,14,56112,58307,0,17,14,72304,53582,0,384603739,0
2,8,32349,50122,65601,14,10,55959,39284,0,8,11,34326,39746,0,5,9,31249,28228,0,0,13,3544,37232,0,123701439,12,4,47250,33452,0,14,8,56364,38540,0,7,6,34570,28060,0,2,4,13115,21222,0,16,7,43313,36153,0,947845243,1
12,13,49951,32350,0,12,13,31072,39407,0,1,9,15490,70095,20010,0,12,15472,32429,0,3,12,13141,41000,2100,600766201,15,7,50016,35795,0,17,6,37329,19364,0,15,5,57636,23450,5301,6,3,34600,14153,0,6,7,35700,32364,0,2420198857,1
8,1,13943,16115,0,14,5,28237,15072,0,4,8,21338,20384,0,2,6,11083,20815,0,12,1,34627,26063,0,4470006427,7,7,32287,23118,12655,6,9,24515,21198,0,3,7,16721,17438,0,1,8,10441,24408,1577,4,9,14485,23066,0,16904540431,0
0,8,5578,24814,0,2,5,11633,11313,0,4,9,30331,22958,0,9,8,35864,26799,0,4,10,20093,34826,0,7739158633,13,5,28612,42387,0,10,4,38758,21673,0,9,8,36167,29174,0,3,2,9630,7484,0,5,0,7543,2781,0,4526973419,1
9,7,36520,26345,0,1,10,4236,22855,0,3,9,22023,27878,0,4,7,37213,20613,0,3,8,21535,30117,0,743078977,5,3,22633,22054,1500,5,7,10948,25255,1998,6,3,14387,23285,0,8,3,35029,29073,0,16,4,44811,21860,0,3417003613,1
2,3,20808,15203,0,5,4,57987,25362,0,0,6,21990,50494,11219,2,9,19321,34465,0,2,6,23576,28549,54263,202797371,5,1,28205,13453,6900,13,2,45140,28016,0,5,4,44575,20136,0,3,3,20829,45765,22130,2,1,15324,36312,53431,72653801,1
2,17,21291,73772,0,9,14,66907,105263,0,14,14,84433,43677,0,11,10,66105,42683,0,7,13,63058,33731,0,631479991,12,7,57229,84734,0,19,11,56689,43233,0,8,8,55569,51250,0,16,7,63278,68967,68587,17,8,66361,53610,0,43166157,1
9,11,65032,96405,71563,7,10,50783,46283,0,16,11,92248,41094,0,5,17,37083,77878,0,15,13,55888,50003,0,152533858,17,11,57754,48105,0,5,13,54548,60688,0,9,12,62034,92495,19417,16,5,88836,61165,0,15,11,48491,38581,0,2141907197,0
12,5,45144,55793,0,2,10,28330,80597,52045,6,11,57705,44937,0,2,6,27198,40403,0,12,9,63536,42285,0,83318855,5,7,41051,29756,0,4,8,36828,24203,0,6,8,42814,52268,0,22,7,90796,40019,0,4,4,52526,75667,17256,507892189,1
3,7,36103,78552,44319,6,8,60083,48516,0,1,10,11719,37674,0,0,5,11770,34109,0,9,8,33980,45424,0,676117735,5,3,41365,35837,0,13,4,62741,18736,0,4,6,31345,19897,0,7,3,45693,46877,20190,9,3,63131,32308,0,101117774,1
8,5,43929,32640,0,2,11,22067,41646,0,13,13,63383,43297,0,12,11,53188,123038,0,11,8,66779,37159,0,1230410227,1,9,24039,97094,27269,12,9,58921,50635,0,12,11,64134,41770,0,18,11,91653,31544,0,8,6,39033,28303,0,582668671,0
19,9,79923,33838,0,11,24,58056,74962,0,15,15,81409,58364,0,8,7,69239,26771,0,8,20,51200,43882,0,4464693137,20,14,63474,62467,0,30,15,78134,68161,0,5,11,19627,39451,0,5,11,15336,141350,0,15,8,61246,28398,0,765357259,1
6,8,33254,27523,0,12,7,42392,26268,0,14,8,33551,26815,0,13,9,45706,38226,0,11,11,47854,30483,0,5527863827,15,10,47454,28473,0,10,12,37383,37511,0,9,13,24868,42099,0,1,11,7964,32418,0,8,8,31646,62256,0,418177631,0
8,7,65964,116788,52910,6,5,40521,22877,12426,11,13,91135,64696,0,14,12,85884,57510,0,9,9,102187,53194,0,123938837,17,12,65538,63612,0,13,9,76030,57976,0,3,8,70023,142966,0,5,9,20027,33286,0,8,10,83447,87851,65915,606857793,1
12,10,43453,49166,0,6,5,76942,45298,1025,19,7,59983,34849,0,5,11,44643,38151,0,9,12,42788,34624,0,5747835469,24,12,61258,40463,0,7,14,20400,48688,0,8,7,62802,50312,0,2,13,26129,34031,3434,4,7,31499,94315,11659,265532687,0
12,7,87400,84391,47757,17,8,100947,58358,0,9,11,65563,90871,19645,11,13,54993,47957,0,17,8,83974,44662,0,25682979,19,14,89058,52930,0,3,12,34278,73786,0,9,16,72754,59879,0,8,18,54481,79638,0,7,6,75668,126644,41349,721839371,0
1,8,34177,32802,0,2,7,21810,22087,0,2,6,33313,62612,38647,2,7,16634,33164,0,4,5,33192,55644,39436,8903630,10,4,71175,20485,0,11,1,44021,9106,0,0,2,21555,34713,4038,2,3,23058,17697,0,10,1,46500,57125,6370,19756121,1
2,7,30036,27378,0,2,6,21116,70411,46138,20,7,65658,33254,0,4,6,32173,48212,3200,10,5,53469,112450,22376,23961685,5,7,30738,24496,0,1,7,55124,55574,38843,0,10,41569,72837,35334,10,8,80746,25179,0,15,6,83528,24366,0,770226,0
16,9,44232,44742,0,18,9,73657,36648,0,5,12,49124,44868,0,4,6,23335,25330,0,3,11,25880,35503,0,8890433191,13,13,44476,43359,0,2,9,18984,61948,75852,5,8,29721,44235,0,12,11,43041,31716,0,15,6,50869,34970,0,706590515,1
24,18,115785,77752,0,15,12,73709,51452,0,16,18,72719,82755,0,10,13,50527,137825,22808,6,16,39018,48806,0,515043137,15,14,77255,63887,0,18,17,81526,53518,0,24,15,115527,47314,0,6,15,24414,108167,54685,14,12,99868,78872,0,592740731,0
4,9,19926,39921,0,2,11,33032,47908,0,6,8,49367,43964,0,17,9,47478,34935,0,8,14,37545,53791,0,2876772193,3,9,19294,29452,0,16,7,58439,39168,0,1,8,13819,37496,0,13,7,66793,35176,0,18,6,62174,46056,0,243252319,1
11,5,42320,37907,0,17,15,60056,65662,0,8,10,40150,67372,0,4,8,59556,181619,82615,27,10,126245,79040,30174,85187642,17,12,113520,46585,0,16,21,96272,74233,0,9,15,85999,56235,0,3,11,85649,54171,0,3,8,50160,97103,132556,424063123,0
11,2,40485,20311,0,3,2,14366,12351,0,7,2,21256,16036,0,8,4,20085,17145,0,3,0,10719,35280,20250,486474605,3,6,16449,20630,0,1,6,11326,25438,0,1,7,25773,18830,0,2,7,20091,19818,0,3,6,27484,22195,0,17619885131,0
21,3,43112,25476,0,6,5,17912,26175,0,10,6,44028,27604,0,2,4,20573,20755,0,1,4,14248,61826,55254,104132823,4,10,36531,30610,0,6,7,36971,30713,3750,1,6,18228,27796,0,3,6,33840,18517,0,8,11,36266,32237,0,491464007,0
4,13,54229,44829,0,4,13,53167,69827,1970,13,15,66865,130202,0,21,16,96254,56509,0,15,15,38932,61728,0,985753231,3,12,28294,102866,55293,31,11,99741,46926,0,7,9,33391,54765,0,18,12,96212,53282,0,15,13,105457,51608,31242,1131672061,1
10,13,41088,53854,0,6,15,44644,66264,0,9,5,31106,41398,2400,6,5,72374,32843,0,3,9,53338,48518,0,11971383737,14,4,48894,34806,1400,2,3,21491,44666,0,5,8,46776,48967,0,11,8,71351,60119,0,15,11,54365,53992,0,1381938863,1
6,1,26335,30191,18550,2,0,6019,7117,0,7,2,41068,22431,0,8,2,18604,9116,900,13,2,31453,9550,0,46962879,1,7,11523,19685,0,3,8,26790,19577,0,1,6,22260,38196,5075,1,7,14168,25705,0,1,8,3664,20316,0,243163907,0
16,3,57072,37460,0,7,4,44923,50648,37902,12,3,56047,26358,10738,6,3,29331,19499,0,7,2,20958,15079,0,94389146,7,11,39376,40179,0,3,9,22379,35695,0,2,8,29182,26969,0,1,11,26148,32999,0,2,9,31959,72489,56844,368646115,0
14,19,85853,50450,0,16,17,97835,121012,0,6,15,81006,113094,28856,4,20,40489,60119,17242,4,21,50475,71851,0,107197069,9,11,57516,127299,2280,15,10,63575,50461,0,22,8,91515,48452,0,40,11,140337,74519,0,12,4,63583,54927,0,11887023587,1
13,17,129759,77988,0,6,16,43079,60625,0,11,14,68028,62851,0,6,5,67980,33927,0,5,13,72790,105892,2185,5934460211,13,13,78457,156669,29010,3,6,37921,46367,0,10,7,58182,57546,0,17,8,90764,53602,0,22,7,75959,67452,0,669930677,1
13,6,33534,23047,0,5,5,23215,30342,2100,3,2,15289,27479,0,4,3,25714,19990,0,2,5,10201,60288,40244,98186759,6,5,33592,15757,0,6,8,37398,28349,0,6,4,42329,24522,0,0,4,14018,18646,0,3,6,33809,20679,1800,959719283,0
2,5,33178,21166,0,14,8,60801,32879,0,4,4,28305,24907,0,5,8,43712,32027,3672,0,9,6281,73428,22720,131124929,6,4,25437,24051,510,4,5,38380,19861,0,7,3,33279,56368,15060,12,7,57746,35121,0,5,6,29565,36876,0,159133933,1
15,8,69113,37511,0,10,9,53281,40346,0,10,14,60792,50159,0,10,11,37425,44983,0,8,7,36476,48643,0,1415372521,12,10,69457,43756,0,15,10,70179,56001,0,5,14,17832,46849,0,4,8,22434,27518,0,13,11,41740,82963,52595,802131517,0
0,8,35547,58367,18861,0,6,24790,17146,0,2,7,28051,25787,0,2,11,34914,28082,0,6,9,36337,26124,0,621328127,17,2,43197,9098,0,1,0,22517,10745,0,2,3,16832,62663,300,2,1,19667,50920,16140,19,4,53293,26213,0,1076285651,1
13,2,52750,20707,0,9,2,62416,30657,0,1,4,17781,28730,0,22,2,74841,25932,13921,8,1,43908,16218,0,685249613,7,10,44843,40235,0,0,10,29900,38542,0,0,13,9805,97806,79722,1,13,11911,36109,0,3,7,25785,39004,0,521282311,0
5,1,12201,12734,0,9,2,43393,22948,0,12,2,49550,27603,0,3,4,30580,49897,7370,17,1,94559,18531,12145,79326107,6,8,39913,30336,0,1,9,20207,32826,0,2,6,29196,67705,30176,0,12,14403,71541,81755,1,11,27994,27875,0,141923837,0
8,13,52534,65123,0,11,10,48546,115039,0,5,16,49663,55352,0,4,12,80865,129836,23221,3,11,22954,36575,0,164997539,13,7,66851,31516,0,8,6,61331,86099,11092,24,7,132098,42121,0,9,3,40564,32611,0,11,8,101081,62215,690,358399727,1
4,8,36041,25298,0,3,8,22609,31971,0,2,13,15369,30850,0,6,10,25807,28379,0,3,8,27239,30039,0,5885304949,12,2,38339,26636,0,7,2,17181,10382,0,11,3,28025,31892,0,8,5,28208,25977,0,9,6,34784,32178,0,745549781,1
1,8,24865,65581,2100,3,8,21412,28210,0,2,6,15820,24960,0,1,11,22815,33501,0,3,8,21413,19970,0,6788525059,13,0,29292,14291,0,5,2,35032,18599,0,4,3,23273,33972,0,15,3,62191,18556,0,4,2,22434,20907,0,18305307373,1
7,7,42494,77375,15925,8,11,39723,33932,0,13,7,54292,38977,0,10,4,44024,41763,3900,20,8,70974,35550,0,625836341,13,11,73147,46620,0,4,14,35356,45290,1973,3,12,23890,93291,19288,9,11,35598,39599,0,8,10,59606,26707,0,525547799,0
3,2,19911,12373,4200,3,0,10600,16749,4274,12,1,31520,12287,0,10,2,24307,24091,0,0,0,7300,2869,0,203738109,1,7,13398,24448,0,2,6,17794,18223,0,0,7,2200,20315,0,2,4,30955,17108,0,0,4,4022,13544,0,8196216871,0
8,14,73963,159670,56109,14,16,80595,46569,0,5,9,68899,35598,0,7,10,82139,35107,2285,16,9,112099,41650,0,154364221,10,10,61349,52512,0,35,7,112688,58313,0,1,12,56430,81841,0,5,9,46142,137310,76763,7,12,41985,87719,39742,138474193,1
15,12,119533,61280,0,6,12,85487,131110,52710,21,19,103934,67765,15660,15,10,100129,131825,24080,6,14,38869,49768,0,8154538,5,15,53193,166764,139586,5,9,73792,50809,0,8,13,72898,105917,123957,28,11,118139,68916,0,21,15,123726,55546,0,15276459,0
13,7,52916,87838,0,5,8,41951,39094,0,3,13,25030,29627,0,6,10,58447,39068,0,12,9,59268,37557,0,2315055703,2,13,28953,48798,0,4,7,23095,33281,0,11,7,51475,48896,0,14,7,64729,41022,0,18,5,64932,65615,0,2012620031,0
9,6,29728,56322,0,8,14,52638,100724,59634,9,12,76732,43133,0,12,14,54174,41873,0,16,14,89396,46962,0,26116849,5,13,45138,47712,1200,11,8,27655,31359,0,10,10,63854,117345,24026,19,10,109138,53342,0,17,13,43229,52910,0,515834977,1
0,4,11036,22900,0,7,4,42090,31922,0,1,7,26992,39120,21053,0,5,4508,11854,0,0,6,13492,30020,47699,17241766,5,3,37027,19327,0,6,1,30548,30776,6980,7,1,16942,9635,2382,4,0,26496,18742,11901,4,3,24803,19638,0,9225699,1
4,12,32607,55185,0,8,12,81870,36235,0,3,5,58319,93037,39390,11,13,58851,46305,0,3,10,25782,33099,0,584145463,17,8,98645,47933,0,12,6,49914,70159,9244,8,6,36217,81235,15707,9,8,53497,45313,0,6,2,25588,12789,0,5742254,1
2,9,60176,93750,0,3,10,69519,38468,0,15,13,65746,40814,0,0,13,26989,38176,0,6,11,70721,75294,33537,1068516335,5,3,66748,86629,12025,15,7,68257,36298,0,4,5,14470,25992,0,16,5,74065,106934,17515,16,6,62962,37298,0,39287633,1
12,2,61353,25196,0,2,4,9239,25395,0,4,3,26172,33631,0,7,7,39465,59587,0,11,6,57745,44835,0,2778838957,5,4,27927,35140,0,3,5,14701,31088,0,4,13,34449,33132,0,6,5,68909,32215,0,4,9,42658,62399,0,10622027173,1
8,17,46946,46455,0,1,12,10615,49054,0,3,9,32713,94181,0,5,16,43151,61242,0,5,9,56921,51663,0,1605834761,18,3,73993,33599,0,6,3,21098,34379,0,7,7,69074,35205,9106,21,3,87401,46298,0,13,6,51029,40865,0,1937985677,1
13,18,72425,81238,0,6,12,61094,51994,0,16,19,73451,69133,0,12,14,101142,77972,0,11,16,78252,58960,9046,4370209453,8,8,25394,50378,0,16,11,67795,75257,0,19,18,74220,67943,0,24,9,87816,78746,0,12,12,84072,114040,51631,423688637,1
2,5,10977,36052,0,2,6,12144,39362,31084,7,6,29954,25751,0,12,6,38140,26327,0,4,5,21826,14098,0,196053115,4,5,22480,22455,0,6,4,39479,18914,0,4,7,15112,19208,0,5,6,27040,24496,0,10,6,37479,27968,0,1511055041,0
10,7,52883,32003,0,9,8,24022,27534,0,9,8,42726,31109,0,7,11,41826,34596,12392,12,9,49514,29426,0,2378527829,10,10,40186,40552,0,6,8,22485,32930,0,7,7,19617,65811,71357,14,11,45215,34594,0,6,11,27165,37084,0,138431877,1
12,4,105629,127764,0,5,9,61788,36356,0,3,14,18443,42639,0,7,9,118898,49843,21637,4,5,31453,33303,0,698314277,12,9,63159,50250,0,14,9,59509,137584,22045,2,5,43302,66735,3577,13,4,76859,44742,2817,4,4,47076,36900,0,334484033,1
18,4,42653,26581,0,7,4,44315,35726,0,13,5,78136,35869,0,12,6,42450,41176,0,5,5,24799,32262,0,10585344043,8,10,52134,41060,0,10,11,35998,43300,0,2,10,44679,69669,33485,1,10,9534,41643,0,3,14,29269,36681,8008,177393358,0
6,13,59935,69925,4400,8,10,62974,54412,0,13,11,44794,38250,0,18,7,74845,53583,0,16,15,58613,54625,23749,8496445253,9,13,60189,53866,4140,2,13,27399,67056,0,24,9,100844,55318,0,7,12,27763,47260,0,14,14,54600,77661,0,2075271059,0
17,11,101747,49567,0,13,16,59162,60764,0,7,16,49124,45394,0,21,13,99185,57874,0,15,12,90573,39244,0,384037517,27,22,66203,75779,0,3,7,14561,35581,0,14,11,74336,65489,0,19,14,59876,136423,59270,5,19,37867,86519,0,231930418,1
7,6,32255,31339,0,3,10,34943,50405,0,4,8,34559,27306,0,6,9,44664,48220,0,4,4,27695,41562,44517,439371879,8,7,41158,35932,0,6,1,28231,26984,0,1,8,37293,26381,0,6,3,45955,43741,0,16,5,46195,41078,0,4701114629,0
8,6,28345,28405,0,10,8,41533,30013,0,7,6,20438,19974,0,9,1,24282,7379,4829,4,9,16806,21282,240,4510376467,3,11,12244,26577,0,2,2,13215,13513,300,14,7,38034,35165,0,2,12,12653,23866,0,8,8,30907,32283,11888,7084823813,0
0,6,19797,44473,13360,1,6,3832,23191,0,0,8,19964,27025,0,2,7,19468,18361,0,1,8,26341,27246,0,430994317,4,1,21240,36508,5780,8,0,33318,10803,0,6,0,17745,7528,0,10,2,39350,21571,0,7,1,28643,12992,0,686042399,1
1,5,26881,24167,0,3,5,32145,93098,30302,2,4,12429,29808,0,1,5,35641,55548,0,2,6,14255,32147,0,455100041,4,1,35559,6317,0,3,1,45396,73496,15970,9,4,58130,18664,0,7,2,36931,9576,600,2,1,58752,13298,0,831574997,1
4,3,34959,14567,0,9,2,44241,54938,11702,13,4,39030,33370,0,10,6,32598,21240,0,14,4,51378,20247,0,226478219,2,11,20581,78157,0,4,11,30185,33557,0,2,6,15372,33524,0,6,10,49146,28786,0,5,10,29078,28182,0,2422649587,0
3,10,37062,32492,0,9,5,45836,18596,0,8,7,54409,31894,3000,6,8,26713,59901,0,14,8,54884,29137,0,272364107,8,9,29810,44952,0,7,11,20551,38140,0,5,6,31246,44789,0,8,6,41742,45824,37741,12,8,48671,45199,0,229499187,1
17,13,34122,40469,0,4,12,15830,37224,7117,15,6,49439,83038,63402,10,6,33568,37102,0,16,7,60171,33318,0,320258811,3,16,20573,34743,0,16,14,68222,37400,0,13,9,54475,39420,0,6,10,31815,29144,11902,5,13,56066,52423,0,687022199,0
5,17,42371,154798,79990,7,18,25533,65570,0,9,8,33946,53045,0,24,20,77659,64291,0,5,16,52434,60510,0,203520985,11,13,92239,68738,0,20,10,58092,43525,0,7,8,54693,31400,0,17,9,82382,43112,0,24,10,110808,45168,0,3194374739,0
7,10,32645,41915,0,3,10,25307,30304,0,4,7,36186,87472,24593,4,4,43368,25622,5462,4,10,23786,34410,0,92486734,9,4,51064,28482,0,2,3,33004,19761,600,17,3,55515,15045,0,6,3,31502,52307,0,7,9,48638,45697,0,8025912679,1
6,11,32961,39929,0,4,11,36622,76158,53324,8,8,60464,49540,0,2,8,17901,31057,0,6,8,56116,38371,14319,68635257,6,7,61798,23687,0,6,6,32956,27214,0,23,4,74856,36881,0,3,5,28717,26041,7902,8,5,36728,90241,35945,124377658,1
1,10,9912,27349,600,7,8,23303,57440,35307,3,9,18936,29899,0,12,7,35822,34905,0,12,6,22216,21706,0,557089945,6,10,20356,22662,0,6,3,44769,14421,8400,4,5,11642,14139,0,6,7,32340,27610,0,17,11,62192,31357,0,9130361923,1
11,10,49297,55197,1360,8,8,69963,30131,0,3,10,37468,35138,0,10,16,39734,35875,0,3,8,45969,91080,57467,254760034,4,6,32668,43181,0,7,9,42735,44806,0,15,8,60489,34112,0,10,4,37569,83210,0,15,6,73960,37122,0,406596713,1
11,10,67006,116165,43789,6,12,36996,45707,0,2,13,34920,59130,0,5,7,26269,38738,0,16,8,76333,110622,49512,25635214,3,6,30896,30609,0,3,8,42408,38978,0,6,7,95707,74750,51921,21,10,107181,41232,0,17,9,94170,55955,0,125361861,1
8,10,42129,46553,0,5,11,33924,40775,0,24,7,79955,36812,0,16,10,81770,50714,0,0,10,30961,44129,0,4220515987,22,10,70735,48496,0,8,9,34385,44813,0,7,14,44346,46569,0,7,13,38954,49372,0,4,8,30563,79489,34556,1817724667,1
10,4,38691,24503,0,16,12,60657,45304,0,22,9,114176,43020,0,28,10,86757,38169,0,11,14,64321,49420,0,4146985631,17,23,65035,83243,0,4,15,23675,105477,0,4,19,28619,62732,16435,9,14,49188,52456,0,15,16,33899,60694,0,10087501861,0
6,2,18266,8688,0,1,4,25173,15628,0,9,1,30092,27653,0,10,2,43526,14007,0,7,3,33143,17472,0,8018551903,0,5,7919,43225,32841,0,8,1754,22538,0,6,6,28722,27459,0,4,7,13988,25979,0,2,7,31065,30999,0,294876743,0
11,7,56015,35073,0,15,7,50435,28567,0,4,4,62257,22935,900,7,5,37477,76964,79109,13,6,57612,32953,0,173688505,4,8,28830,36144,0,6,14,27755,39479,0,1,6,48390,76373,55903,7,9,42826,40875,0,11,13,48691,70925,0,851631393,0
11,8,40507,30352,0,18,7,40639,27229,0,9,7,28142,33266,0,1,6,14411,78592,0,19,6,56860,35642,0,35347147721,4,11,43011,44052,0,7,13,30483,33264,0,14,10,50415,32759,0,2,14,37806,36051,0,7,10,43366,34433,4048,1893751777,0
1,4,19316,27799,0,15,3,61197,28311,0,0,7,23105,67220,21118,6,10,26793,39828,0,0,8,30957,56325,0,255982903,4,4,36705,45519,10747,7,6,51572,26921,3405,6,3,49107,35404,31392,11,6,52489,30252,0,4,3,29610,23272,0,21465254,1
9,3,36806,11456,0,7,5,26336,16473,4535,6,0,17749,47764,0,3,2,10720,11883,0,13,3,26057,18877,0,1182213611,4,7,25906,23409,0,1,8,6901,18269,0,5,9,36435,34494,3780,3,8,20498,21961,0,1,6,16713,19535,0,2761629149,0
9,12,51130,46972,0,4,11,65745,72197,102241,11,16,99570,47733,0,20,12,99899,45954,0,4,18,52089,54950,0,34812597,1,9,15764,92633,79803,37,13,102794,82205,0,4,9,34116,73475,0,17,9,65052,54724,0,9,8,50080,65396,0,310163223,0
2,6,23826,59716,28697,8,7,33697,33276,0,15,9,56582,32021,0,2,8,23627,35220,0,9,11,36322,35041,0,637825223,8,6,27350,33074,0,1,10,46208,42557,0,13,7,38552,28149,0,7,4,40586,37103,0,12,9,42578,33171,11964,2019975773,0
11,7,44274,20886,0,3,11,26409,35051,0,11,12,34223,33683,0,0,13,12800,36856,0,5,5,32733,22378,0,5955173129,10,7,29031,22619,0,9,5,19509,27315,0,12,6,35885,21241,0,7,7,31378,32169,0,10,5,33051,47095,14790,388797877,1
11,10,65490,50027,0,6,6,46492,38398,0,16,10,76173,47890,0,4,13,45566,53240,0,21,10,86052,65799,0,1941074951,14,15,47534,80553,0,13,13,68287,44075,0,8,8,45231,105818,68500,9,11,33868,50507,3030,5,11,60434,38820,0,1893821281,0
10,11,36073,33405,0,7,7,28084,30217,0,18,8,43305,29102,2869,12,7,25749,24137,0,5,7,29097,93498,14684,865647523,7,8,46303,25626,0,11,9,52848,39188,0,10,12,35639,28849,0,4,10,37392,31421,0,8,13,38177,37224,0,30663145049,0
